tran_no,line_no,tran_date,fb_id,tran_currency,supp_code,Supplier Name,comments,expense_category,expense,usage,cost_center,Cost Center Desc,analysis_code,Analysis Desc,subanalysis_code,Sub Analsysi Desc,remarks,destn_fbid,destn_usage,UniqueId,,,
AEXP-004037-2018,1,12/04/2018,L008-JSPL,AUD,AS001440,STAMFORD PLAZA SYDNEY AIRPORT,FA C WARES 27/03 $230 As T. Rose e-mail 21/03,OVERHDS LOW - OPS,Accom Sydney Qantas,DIR OH ACCOM - BASER,AU-SYD,Sydney - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,5956,,,
AEXP-004038-2018,1,12/04/2018,L008-JSPL,AUD,AS001355,QANTAS AIRWAYS LTD,NULL,OVERHDS HIGH -TECH,NULL,BASE SUPPLIES & CONS,AU-BNE,Brisbane - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,5957,,,
AEXP-004039-2018,1,12/04/2018,L008-JSPL,AUD,AS001355,QANTAS AIRWAYS LTD,NULL,OVERHDS HIGH -TECH,NULL,BASE SUPPLIES & CONS,AU-BNE,Brisbane - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,5958,,,
AEXP-004040-2018,1,12/04/2018,L008-JSPL,AUD,AS001440,STAMFORD PLAZA SYDNEY AIRPORT,FA S VIDAL 27/03 $230 As per T. Rose e-mail 21/03,OVERHDS LOW - OPS,Accom Sydney Qantas,DIR OH ACCOM - BASER,AU-SYD,Sydney - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,5959,,,
AEXP-004041-2018,1,12/04/2018,L008-JSPL,AUD,AS001355,QANTAS AIRWAYS LTD,NULL,OVERHDS HIGH -TECH,NULL,BASE SUPPLIES & CONS,AU-SYD,Sydney - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,5960,,,
AEXP-004042-2018,1,12/04/2018,L008-JSPL,AUD,AS000565,THE INFORMATION MANAGEMENT GROUP PTY LTD,NULL,OVERHDS HIGH -TECH,NULL,IND STATIONERY,AU-999,Australia Default Location,DA007,Sector - Management,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,5961,,,
AEXP-004043-2018,1,12/04/2018,L008-JSPL,AUD,AS001440,STAMFORD PLAZA SYDNEY AIRPORT,FA E PINCHIN 27/03 $230 As per T. Rose e-mail 21/03,OVERHDS LOW - OPS,Accom Sydney Qantas,DIR OH ACCOM - BASER,AU-SYD,Sydney - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,5962,,,
AEXP-004044-2018,1,12/04/2018,L008-JSPL,AUD,AS000565,THE INFORMATION MANAGEMENT GROUP PTY LTD,NULL,OVERHDS HIGH -TECH,NULL,IND STATIONERY,AU-999,Australia Default Location,DA151,Commercial,ST001,ST-Administration,NULL,NULL,NULL,5963,,,
AEXP-004045-2018,1,12/04/2018,L008-JSPL,AUD,AS001440,STAMFORD PLAZA SYDNEY AIRPORT,FA M VLAD 27/03 $230 As per T. Rose e-mail 21/03,OVERHDS LOW - OPS,Accom Sydney Qantas,DIR OH ACCOM - BASER,AU-SYD,Sydney - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,5964,,,
AEXP-004046-2018,1,12/04/2018,L008-JSPL,AUD,AS000565,THE INFORMATION MANAGEMENT GROUP PTY LTD,NULL,OVERHDS HIGH -TECH,NULL,IND STATIONERY,AU-999,Australia Default Location,DA507,E&M Admin,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,5965,,,
AEXP-004047-2018,1,12/04/2018,L008-JSPL,AUD,AS000279,BOC LIMITED,NULL,OVERHDS HIGH -TECH,NULL,BASE SUPPLIES & CONS,AU-BME,Broome - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,5966,,,
AEXP-004048-2018,1,12/04/2018,L008-JSPL,AUD,AS000279,BOC LIMITED,NULL,OVERHDS HIGH -TECH,NULL,BASE SUPPLIES & CONS,AU-DRW,Darwin - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,5967,,,
AEXP-004049-2018,1,12/04/2018,L008-JSPL,AUD,AS001233,OAKS PLAZA PIER,S HENDERSON 19-23/3,OVERHDS LOW - OPS,NULL,DIR TRAINING GEN,AU-PER,Perth - Location,CA401,Regional,ST352,ST-Flight Attendants,NULL,NULL,NULL,5968,,,
AEXP-004050-2018,1,12/04/2018,L008-JSPL,AUD,AS001090,MANTRA ON QUEEN,B SARTI 28/03,OVERHDS LOW - OPS,Accom Brisbane Qantas,DIR OH ACCOM - BASER,AU-BNE,Brisbane - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,5969,,,
AEXP-004051-2018,1,12/04/2018,L008-JSPL,AUD,AS001090,MANTRA ON QUEEN,FA R TUDDENHAM 30/03 31/03  LATE CHECK OUT,OVERHDS LOW - OPS,Accom Brisbane Qantas,DIR OH ACCOM - BASER,AU-BNE,Brisbane - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,5970,,,
AEXP-004052-2018,1,12/04/2018,L008-JSPL,AUD,AS001090,MANTRA ON QUEEN,FA C PEARSON 30/03 31/03 LATE CHECK OUT,OVERHDS LOW - OPS,Accom Brisbane Qantas,DIR OH ACCOM - BASER,AU-BNE,Brisbane - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,5971,,,
AEXP-004053-2018,1,12/04/2018,L008-JSPL,AUD,AS001090,MANTRA ON QUEEN,FA R PARKER 30/03 31/03 LATE CHECKOUT,OVERHDS LOW - OPS,Accom Brisbane Qantas,DIR OH ACCOM - BASER,AU-BNE,Brisbane - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,5972,,,
AEXP-004054-2018,1,12/04/2018,L008-JSPL,AUD,AS000565,THE INFORMATION MANAGEMENT GROUP PTY LTD,NULL,OVERHDS HIGH -TECH,NULL,DIR POST PRINT STAT,AU-999,Australia Default Location,DA090,Projects,ST001,ST-Administration,NULL,NULL,NULL,5973,,,
AEXP-004055-2018,1,13/04/2018,L008-JSPL,AUD,AS000565,THE INFORMATION MANAGEMENT GROUP PTY LTD,NULL,OVERHDS HIGH -TECH,NULL,DIR POST PRINT STAT,au-999,Australia Default Location,DA090,Projects,st001,ST-Administration,NULL,NULL,NULL,5974,,,
AEXP-004056-2018,1,13/04/2018,L008-JSPL,AUD,AS000565,THE INFORMATION MANAGEMENT GROUP PTY LTD,NULL,OVERHDS HIGH -TECH,NULL,DIR POST PRINT STAT,AU-999,Australia Default Location,DA090,Projects,ST001,ST-Administration,NULL,NULL,NULL,5975,,,
AEXP-004057-2018,1,13/04/2018,L008-JSPL,AUD,AS001767,WORCOMP PTY LTD,ATTN PETER BROWN,OVERHDS HIGH -TECH,NULL,STAFF MEDICAL EXP,AU-999,Australia Default Location,DA507,E&M Admin,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,5976,,,
AEXP-004058-2018,1,13/04/2018,L008-JSPL,AUD,AS001778,WAYNE CLEANING SYSTEMS,ATTN KEN DOLAN,OVERHDS HIGH -TECH,(USED CODES FROM PREVIOUS INV),DIR CLEANING,AU-MEL,Melbourne - Location,CA102,AMSA,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,5977,,,
AEXP-004059-2018,1,13/04/2018,L008-JSPL,AUD,AS001778,WAYNE CLEANING SYSTEMS,ATTN KEN DOLAN,OVERHDS HIGH -TECH,NULL,DIR CLEANING,AU-MEL,Melbourne - Location,CA102,AMSA,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,5978,,,
AEXP-004060-2018,1,13/04/2018,L008-JSPL,AUD,AS000400,CITY OF KALGOORLIE-BOULDER,ATTN SAM HARDY LANDINGS (FLIGHT LOG CHECKED),OVERHDS HIGH-COMM,NULL,LANDING CHARGES,VH-NJG,VH-NJG B146 - Tail,CA401,Regional,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,5979,,,
AEXP-004060-2018,2,13/04/2018,L008-JSPL,AUD,AS000400,CITY OF KALGOORLIE-BOULDER,ATTN SAM HARDY LANDINGS (FLIGHT LOG CHECKED),OVERHDS HIGH-COMM,NULL,LANDING CHARGES,VH-NJR,VH-NJR B146 - Tail,CA401,Regional,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,5980,,,
AEXP-004061-2018,1,13/04/2018,L008-JSPL,AUD,AS000543,DAIRY DIRECT PTY LTD,ATTN JEFF BISHOP,OVERHDS HIGH -TECH,(CODED FROM PREV INV),DIR STAFF AMENITY,AU-ADL,Adelaide - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,5981,,,
AEXP-004062-2018,1,13/04/2018,L008-JSPL,AUD,AS000887,ISS FACILITY SERVICES AUSTRALIA LTD,ATTN REBECCA DARCEY,OVERHDS HIGH-COMM,(CODED FROM PREVIOUS INV),DIR CLEANING,AU-PER,Perth - Location,CA201,Qantaslink 717,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,5982,,,
AEXP-004063-2018,1,13/04/2018,L008-JSPL,AUD,AS001125,EXXON MOBIL,05-10/04/18 adl regional fuel uplifts,FUEL - FINANCE,NULL,FUEL ACCRUAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5983,,,
AEXP-004064-2018,1,13/04/2018,L008-JSPL,AUD,AS001125,EXXON MOBIL,04/04/18 REGIONAL ADL FUEL UPLIFTS,FUEL - FINANCE,NULL,FUEL ACCRUAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5984,,,
AEXP-004065-2018,1,13/04/2018,L008-JSPL,AUD,AS000392,CAIRNS NATURAL SPRING WATER,NULL,OVERHDS HIGH -TECH,NULL,DIR STAFF AMENITY,AU-CNS,Cairns - Location,DA503,HMU Cairns,ST001,ST-Administration,NULL,NULL,NULL,5985,,,
AEXP-004066-2018,1,13/04/2018,L008-JSPL,AUD,AS000392,CAIRNS NATURAL SPRING WATER,NULL,OVERHDS HIGH -TECH,NULL,DIR STAFF AMENITY,AU-CNS,Cairns - Location,ZA003,Apportionment,ST001,ST-Administration,NULL,NULL,NULL,5986,,,
AEXP-004066-2018,2,13/04/2018,L008-JSPL,AUD,AS000392,CAIRNS NATURAL SPRING WATER,NULL,OVERHDS HIGH -TECH,NULL,DIR STAFF AMENITY,AU-CNS,Cairns - Location,CA101,SAPL,ST001,ST-Administration,NULL,NULL,NULL,5987,,,
AEXP-004067-2018,1,13/04/2018,L008-JSPL,AUD,AS000622,DEC WORKFORCE PTY LTD,AtT: PETER BROWN,OVERHDS HIGH -TECH,NULL,RECHARGES - LOGISTIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5988,,,
AEXP-004067-2018,2,13/04/2018,L008-JSPL,AUD,AS000622,DEC WORKFORCE PTY LTD,AtT: PETER BROWN,OVERHDS HIGH -TECH,NULL,CAPEX WIP - MANUAL,NULL,NULL,PA901,Ramco,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,5989,,,
AEXP-004068-2018,1,13/04/2018,L008-JSPL,AUD,AS000622,DEC WORKFORCE PTY LTD,ATT: PETER BROWN,OVERHDS HIGH -TECH,NULL,RECHARGES - LOGISTIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5990,,,
AEXP-004068-2018,2,13/04/2018,L008-JSPL,AUD,AS000622,DEC WORKFORCE PTY LTD,ATT: PETER BROWN,OVERHDS HIGH -TECH,NULL,CAPEX WIP - MANUAL,NULL,NULL,PA901,Ramco,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,5991,,,
AEXP-004069-2018,1,13/04/2018,L008-JSPL,AUD,AS000622,DEC WORKFORCE PTY LTD,ATT: PETER BROWN,OVERHDS HIGH -TECH,NULL,RECHARGES - LOGISTIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5992,,,
AEXP-004070-2018,1,13/04/2018,L008-JSPL,AUD,AS000370,BURNETT RIVERSIDE MOTEL,M SLATTERY 25/3,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-CNS,Cairns - Location,CA101,SAPL,ST323,ST-Observers DM,NULL,NULL,NULL,5993,,,
AEXP-004071-2018,1,13/04/2018,L008-JSPL,AUD,AS000622,DEC WORKFORCE PTY LTD,ATT: PETER BROWN,OVERHDS HIGH -TECH,NULL,RECHARGES - LOGISTIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5994,,,
AEXP-004072-2018,1,13/04/2018,L008-JSPL,AUD,AS000622,DEC WORKFORCE PTY LTD,ATT: PETER BROWN,OVERHDS HIGH -TECH,NULL,RECHARGES - LOGISTIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5995,,,
AEXP-004073-2018,1,13/04/2018,L008-JSPL,AUD,AS000622,DEC WORKFORCE PTY LTD,NULL,OVERHDS HIGH -TECH,NULL,CAPEX WIP - MANUAL,NULL,NULL,PA901,Ramco,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,5996,,,
AEXP-004074-2018,1,13/04/2018,L008-JSPL,AUD,AS000370,BURNETT RIVERSIDE MOTEL,D LANE 25/3 TMS 109075,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-CNS,Cairns - Location,CA101,SAPL,ST323,ST-Observers DM,NULL,NULL,NULL,5997,,,
AEXP-004075-2018,1,13/04/2018,L008-JSPL,AUD,AS000370,BURNETT RIVERSIDE MOTEL,D HOLTHOUSE 25/3 TMS 109075,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-CNS,Cairns - Location,CA101,SAPL,ST302,ST-Captains,NULL,NULL,NULL,5998,,,
AEXP-004076-2018,1,13/04/2018,L008-JSPL,AUD,AS000370,BURNETT RIVERSIDE MOTEL,R HODGSON 26/3 TMS 109075,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-CNS,Cairns - Location,CA101,SAPL,ST302,ST-Captains,NULL,NULL,NULL,5999,,,
AEXP-004077-2018,1,13/04/2018,L008-JSPL,AUD,AS000805,HOLIDAY INN MELBOURNE AIRPORT,CREW x8 20-24/3,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-MEL,Melbourne - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,6000,,,
AEXP-004078-2018,1,13/04/2018,L008-JSPL,AUD,AS001383,REGIONAL AIRPORT PROPERTY,ATT KEN DOLAN Description: JAN18 ELECTRICITY/WATER DRW,OVERHDS HIGH -TECH,NULL,DIR ELECTRICITY,AU-DRW,Darwin - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,6001,,,
AEXP-004078-2018,2,13/04/2018,L008-JSPL,AUD,AS001383,REGIONAL AIRPORT PROPERTY,ATT KEN DOLAN Description: JAN18 ELECTRICITY/WATER DRW,OVERHDS HIGH -TECH,NULL,DIR WATER,AU-DRW,Darwin - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,6002,,,
AEXP-004079-2018,1,13/04/2018,L008-JSPL,AUD,AS001229,OCEAN CENTRE HOTEL,TMS 108697 Rate approve by SAPL Ops e-mail 12/04,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-BME,Broome - Location,CA101,SAPL,ST302,ST-Captains,NULL,NULL,NULL,6003,,,
AEXP-004079-2018,2,13/04/2018,L008-JSPL,AUD,AS001229,OCEAN CENTRE HOTEL,TMS 108697 Rate approve by SAPL Ops e-mail 12/04,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-BME,Broome - Location,CA101,SAPL,ST323,ST-Observers DM,NULL,NULL,NULL,6004,,,
AEXP-004080-2018,1,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,Catering,CATERING DIRECT,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,COFFEE,NULL,NULL,6005,,,
AEXP-004080-2018,2,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,NULL,BASE SUPPLIES & CONS,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,BOC AVIATION GAS,NULL,NULL,6006,,,
AEXP-004080-2018,3,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,Catering,CATERING DIRECT,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,SCOTCH FINGER BISCUITS,NULL,NULL,6007,,,
AEXP-004080-2018,4,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,NULL,BANK CHARGES,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,CHQ BOOK,NULL,NULL,6008,,,
AEXP-004080-2018,5,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,Catering,CATERING DIRECT,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,SCOTCH FINGER BISCUITS,NULL,NULL,6009,,,
AEXP-004080-2018,6,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,NULL,DIR REPAIRS & MAINT,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,VAN SERVICE,NULL,NULL,6010,,,
AEXP-004080-2018,7,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,NULL,DIR OH ACCOM - BASER,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,ACCOM A.PADIGAGA,NULL,NULL,6011,,,
AEXP-004080-2018,8,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,Catering,CATERING DIRECT,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,SCOTCH FINGER BISCUITS,NULL,NULL,6012,,,
AEXP-004080-2018,9,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,NULL,BANK CHARGES,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,BANK FEE,NULL,NULL,6013,,,
AEXP-004080-2018,10,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,Catering,CATERING DIRECT,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,COFFEE,NULL,NULL,6014,,,
AEXP-004080-2018,11,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,NULL,BANK CHARGES,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,M.WILLCOCKS DRIVERS RENEWAL,NULL,NULL,6015,,,
AEXP-004080-2018,12,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,NULL,PERMIT / FEES OTH,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,J.KLINK OTML ID CARD,NULL,NULL,6016,,,
AEXP-004080-2018,13,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,NULL,BASE SUPPLIES & CONS,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,DIESEL,NULL,NULL,6017,,,
AEXP-004080-2018,14,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,NULL,PERMIT / FEES OTH,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,R.VALI OTML ID CARD,NULL,NULL,6018,,,
AEXP-004080-2018,15,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,NULL,PERMIT / FEES OTH,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,T.KONGSARENG/D.BARTOLINI OTML ID CARD,NULL,NULL,6019,,,
AEXP-004080-2018,16,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,NULL,BASE SUPPLIES & CONS,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,DIESEL,NULL,NULL,6020,,,
AEXP-004080-2018,17,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,NULL,DIR OH TRAVEL - TAXI,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,TAXI FARE R.MADDERN,NULL,NULL,6021,,,
AEXP-004080-2018,18,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,NULL,BASE SUPPLIES & CONS,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,HANGAR GATE KEY CUTTING,NULL,NULL,6022,,,
AEXP-004080-2018,19,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,NULL,BASE SUPPLIES & CONS,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,DIESEL,NULL,NULL,6023,,,
AEXP-004080-2018,20,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,NULL,BASE SUPPLIES & CONS,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,DIESEL,NULL,NULL,6024,,,
AEXP-004080-2018,21,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,NULL,PERMIT / FEES OTH,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,I.BEM PASSPORT,NULL,NULL,6025,,,
AEXP-004080-2018,22,13/04/2018,L008-JSPL,PGK,AS001296,PETTY CASH (PNG),attn: DEAN BRENNAN - PNG PETTY CASH REIMBURSEMENT 15/02-26/03/18,OVERHDS LOW - COMM,NULL,PERMIT / FEES OTH,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST001,ST-Administration,N.LATHAM OTML ID CARD,NULL,NULL,6026,,,
AEXP-004081-2018,1,13/04/2018,L008-JSPL,AUD,AS000555,DARWIN INTERNATIONAL AIRPORT,ATTN REBECCA DARCEY,OVERHDS HIGH-COMM,(CODED AS PER PREV INV),IND CAR PARKING,AU-DRW,Darwin - Location,CA201,Qantaslink 717,ST999,ST-Default SAC,NULL,NULL,NULL,6027,,,
AEXP-004082-2018,1,13/04/2018,L008-JSPL,AUD,AS001285,PIVIT PTY LTD,ATTN REBECCA DARCEY,OVERHDS HIGH-COMM,NULL,PERMIT / FEES OTH,AU-BNE,Brisbane - Location,CA201,Qantaslink 717,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,6028,,,
AEXP-004083-2018,1,13/04/2018,L008-JSPL,AUD,AS001363,QUEST ROCKHAMPTON,SAPL CREWx4 TMS 109050,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-CNS,Cairns - Location,CA101,SAPL,ST302,ST-Captains,NULL,NULL,NULL,6029,,,
AEXP-004083-2018,2,13/04/2018,L008-JSPL,AUD,AS001363,QUEST ROCKHAMPTON,SAPL CREWx4 TMS 109050,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-CNS,Cairns - Location,CA101,SAPL,ST323,ST-Observers DM,NULL,NULL,NULL,6030,,,
AEXP-004084-2018,1,13/04/2018,L008-JSPL,AUD,AS001363,QUEST ROCKHAMPTON,SAPL CREWx4 31/3 TMS 109051,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-CNS,Cairns - Location,CA101,SAPL,ST302,ST-Captains,NULL,NULL,NULL,6031,,,
AEXP-004084-2018,2,13/04/2018,L008-JSPL,AUD,AS001363,QUEST ROCKHAMPTON,SAPL CREWx4 31/3 TMS 109051,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-CNS,Cairns - Location,CA101,SAPL,ST323,ST-Observers DM,NULL,NULL,NULL,6032,,,
AEXP-004085-2018,1,13/04/2018,L008-JSPL,AUD,AS001363,QUEST ROCKHAMPTON,SAPL CREWx4 1/4 TMS 109051,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-CNS,Cairns - Location,CA101,SAPL,ST323,ST-Observers DM,NULL,NULL,NULL,6033,,,
AEXP-004085-2018,2,13/04/2018,L008-JSPL,AUD,AS001363,QUEST ROCKHAMPTON,SAPL CREWx4 1/4 TMS 109051,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-CNS,Cairns - Location,CA101,SAPL,ST302,ST-Captains,NULL,NULL,NULL,6034,,,
AEXP-004086-2018,1,13/04/2018,L008-JSPL,AUD,AS001243,OAKS BROOME,F BRENNAN 28/3 TMS 109126,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-DRW,Darwin - Location,CA101,SAPL,ST323,ST-Observers DM,NULL,NULL,NULL,6035,,,
AEXP-004087-2018,1,13/04/2018,L008-JSPL,GBP,AS002161,MUIRHEAD AVIONICS,KARL BENNETT - READOUT VH-NXI,OVERHDS LOW - TECH,READOUT VH-NXI,AC MAJOR MOD,VH-NXI,VH-NXI B717 - Tail,CA201,Qantaslink 717,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,6036,,,
AEXP-004088-2018,1,13/04/2018,L008-JSPL,AUD,AS001476,SEEK LIMITED,ATT: ANGELA CATLETT,OVERHEADS HIGH - HR,NULL,STAFF RECRUITMENT,AU-999,Australia Default Location,DA030,Human Resources,ST001,ST-Administration,NULL,NULL,NULL,6037,,,
