fb_id,tran_no,tran_date,supp_code,usage,remarks,cost_center,analysis_code,subanalysis_code,
CORCOMFB,CO33APIN/1052/19,13-Jul-18,S03271,11088-0005,"Yumscrum Foods Pvt.ltd/Inv no.K3-0065,dt.03.7.2018/CHN/June 2018/Twrds QMG Event luch coupon expenses for the month.
",QMG,,,
CORCOMFB,CO33APIN/1052/19,13-Jul-18,S03271,11088-0005,"Yumscrum Foods Pvt.ltd/Inv no.K3-0065,dt.03.7.2018/CHN/June 2018/Twrds IMG Event luch coupon expenses for the month.
",IMG,,,
CORCOMFB,CO33APIN/1052/19,13-Jul-18,S03271,11088-0005,"Yumscrum Foods Pvt.ltd/Inv no.K3-0065,dt.03.7.2018/CHN/June 2018/Twrds VMD Event luch coupon expenses for the month.",VMD,,,
CORCOMFB,CO33APIN/1052/19,13-Jul-18,S03271,11088-0005,"Yumscrum Foods Pvt.ltd/Inv no.K3-0065,dt.03.7.2018/CHN/June 2018/Twrds ADM Event luch coupon expenses for the month.",VMD,,,
CORCOMFB,CO33APIN/1053/19,19-Jul-18,S02063,19020-0026,"Bharti Airtel Services Limited/Inv no.247861081/Dt. 18.05.2018/CHN/17.04.18 to 16.05.18/Relationship no 7036018652, Mob 044-48606001/Twds Fixedline for VR Nagar Guest House (airtel-ul-zoom 999 200gb combo plan) for the period.",ADM,,,
CORCOMFB,CO33APIN/1054/19,19-Jul-18,S02063,19020-0026,"Bharti Airtel Services Limited/Inv no.312161204/Dt. 18.06.2018/CHN/17.05.18 to 16.06.18/Relationship no 7036018652, Mob 044-48606001/Twds Fixedline for VR Nagar Guest House (airtel-ul-zoom 999 200gb combo plan) for the period.",ADM,,,
CORCOMFB,CO33APIN/1055/19,11-Jul-18,S02681,11088-0005,"Laundry Project India Pvt.ltd/Inv no.LPIL/TN/0023, dt.31.05.2018/CHN/May 2018/Twrds laundry charges for the month.",ADM,,,
CORCOMFB,CO33APIN/1056/19,11-Jul-18,S02681,11088-0005,"Laundry Project India (WASSUP)/Inv No.LPIL/TN/0050,Dt. 30/06/2018/CHN/21/05/18 to 18/06/2018/Twds Corporate Laundry expenses for employees;Min Rs. 125000 (incl tax) 5000 garments as per Agmt. GST included/50% route through 50% expenses for the period.",HRD,,,
CORCOMFB,CO33APIN/1056/19,11-Jul-18,S02681,82214-0054,"Laundry Project India (WASSUP)/Inv No.LPIL/TN/0050,Dt. 30/06/2018/CHN/21/05/18 to 18/06/2018/Twds Corporate Laundry expenses for employees;Min Rs. 125000 (incl tax) 5000 garments as per Agmt. GST included/50% route through 50% expenses for the period.",,,,
CORCOMFB,CO33APIN/1057/19,11-Jul-18,S02681,82214-0054,"Laundry Project India (WASSUP)/Inv No.LPIL/TN/0059,Dt. 07/07/2018/CHN/19.06.18 to 07.07.2018/Twds Corporate Laundry expenses for employees, GST included/50% route through 50% expenses for the period.~last invoice",,,,
CORCOMFB,CO33APIN/1058/19,16-Jul-18,S03574,HOTEL-RAJ-PARK,"Hotel Raj Park/inv no.1660,dt.06.05.2018/CHN/28.04.2018 to 06.05.2018/Twrds hotel stay accomodation charges and extra bed charges (2days) for New joinee Ms.Ennakshi for the period.",HRD,,,
CORCOMFB,CO33APIN/1060/19,20-Jul-18,S00095,82050-0001,"Citi Bank Diners Club/Inv no.91007373 July'18,Dt.15.07.18/Towards credit card usage expenses for the period 17.06.18 to 15.07.18 for  S.Anand -7118/ AC. NO.'4553900800470506.",,GEN,7118,
CORCOMFB,CO33APIN/1060/19,20-Jul-18,S00095,82050-0001,"Citi Bank Diners Club/Inv no.91007373 July'18,Dt.15.07.18/Towards credit card usage expenses for the period 17.06.18 to 15.07.18 for Priya Saravanan -12042/AC.NO.'4553900800449997.",,GEN,12042,
CORCOMFB,CO33APIN/1060/19,20-Jul-18,S00095,82050-0001,"Citi Bank Diners Club/Inv no.91007373 July'18,Dt.15.07.18/Towards credit card usage expenses for the period 17.06.18 to 15.07.18 for Venkatagiri.R-7156/AC. NO.'4553900800531299.",,GEN,7156,
CORCOMFB,CO33APIN/1060/19,20-Jul-18,S00095,82050-0001,"Citi Bank Diners Club/Inv no.91007373 July'18,Dt.15.07.18/Towards credit card usage expenses for the period 17.06.18 to 15.07.18 for Ranjan Tayal-10543/AC. NO.'4553900800606802",,GEN,10543,
CORCOMFB,CO33APIN/1060/19,20-Jul-18,S00095,82050-0001,"Citi Bank Diners Club/Inv no.91007373 July'18,Dt.15.07.18/Towards credit card usage expenses for the period 17.06.18 to 15.07.18 for  Prakash.R/AC No.'4553900800621785.",,GEN,10867,
CORCOMFB,CO33APIN/1060/19,20-Jul-18,S00095,82050-0001,"Citi Bank Diners Club/Inv no.91007373 July'18,Dt.15.07.18/Towards credit card usage expenses for the period 17.06.18 to 15.07.18 for Kumar Rajiv-12662/AC. NO. '4553900800408696.",,GEN,12662,
CORCOMFB,CO33APIN/1061/19,04-Jul-18,S00404,19052-0001,"M.Neelakantan/Inv no.mktg30618,dt.30.06.2018/CHN/April 2018 to June 2018/Twrds charges for supply of Newspaper and magazines for Marketing dept during the period.",GMS,,,
CORCOMFB,CO33APIN/1062/19,04-Jul-18,S00404,19052-0001,"M.Neelakantan/Inv no.CEO1 30618,dt.30.06.2018/CHN/April 2018 to June 2018/Twrds charges for supply of Newspaper and magazines for CEO office  during the period.",CEO,,,
CORCOMFB,CO33APIN/1063/19,12-Jul-18,S03447,21010-0003,ORRIS INFOLAB PRIVATE LIMITED/Inv no 2018-19/31  dt 05/07/2018/CHN/Jun-18/Twrds - One time hiring charges - Praveen - QMG Head 10% on 24lacs,HRD,,,
CORCOMFB,CO33APIN/1064/19,12-Jul-18,S02696,11088-0005,Hybrid Fitness Co/Inv no 086  dt 21/06/2018/CHN/Jun-18/Fitness Training Jun18,HRD,,,
CORCOMFB,CO33APIN/1065/19,12-Jul-18,S02639,11088-0005,Haripriya Jagadish/Inv no RS006/18  dt 10/07/2018/CHN/Jun-18/Medical & Dental - Jun18,HRD,,,
CORCOMFB,CO33APIN/1066/19,12-Jul-18,S02270,21010-0003,"Anlight Consulting Services Pvt Ltd/Inv no 0040/2018-19  dt 02/07/2018/CHN/Jun-18/ Reimbursement of Expenses for resources April, May, June1. Jai Prakash Singh (TP2232) - 71,6002. Charanjeet Nagpal (TP2233) - 60,6843. Abhishek Tiwari (TP2221) - 93,000",HRD,,,
CORCOMFB,CO33APIN/1067/19,12-Jul-18,S00592,82214-0053,SmartMegh Solutions (P) Ltd/Inv no SM/GST/033/1819  dt 30/06/2018/CHN/Jun-18/Twrds TP resource charges for the month-25% Trade Adv Adj & TDS on 75%,,,,
CORCOMFB,CO33APIN/1068/19,12-Jul-18,S00135,82214-0053,DOWELL TECHNOLOGIES PVT LTD/Inv no 0026-RSL009  dt 04/07/2018/CHN/Jun-18/Twrds TP resource charges for the month,,,,
CORCOMFB,CO33APIN/1069/19,12-Jul-18,S02168,82214-0053,BLUEPRINT TECHNOLOGIES PVT LTD/Inv no 1136  dt 04/07/2018/CHN/Jun-18/Twrds TP resource charges for the month,,,,
CORCOMFB,CO33APIN/1070/19,12-Jul-18,S02246,82214-0053,CVIAC Consulting Private Limited/Inv no 201807007  dt 04/07/2018/CHN/Jun-18/Twrds TP resource charges for the month,,,,
CORCOMFB,CO33APIN/1071/19,12-Jul-18,S02270,82214-0053,Anlight Consulting Services Pvt Ltd/Inv no 0045/2018-19  dt 04/07/2018/CHN/Jun-18/Twrds TP resource charges for the month,,,,
CORCOMFB,CO33APIN/1072/19,12-Jul-18,S02673,82214-0053,SAKEESOFT PRIVATE LIMITED/Inv no Sk/RS/17/18-19  dt 05/07/2018/CHN/Jun-18/Twrds TP resource charges for the month,,,,
CORCOMFB,CO33APIN/1073/19,12-Jul-18,S02690,82214-0053,Deerak Solutions Private Ltd/Inv no 2018/07/000001  dt 04/07/2018/CHN/Jun-18/Twrds TP resource charges for the month,,,,
CORCOMFB,CO33APIN/1074/19,12-Jul-18,S00085,82214-0053,Bartronics Global Solutions Limited/Inv no BGSL\G012\18-19  dt 30/06/2018/CHN/Jun-18/Twrds TP resource charges for the month,,,,
CORCOMFB,CO33APIN/1075/19,12-Jul-18,S00085,82214-0053,Bartronics Global Solutions Limited/Inv no BGSL\G006\18-19  dt 31/05/2018/CHN/May-18/Twrds TP resource charges for the month,,,,
CORCOMFB,CO33APIN/1076/19,23-Jul-18,S00524,19085-0007,"SE/CEDC/SOUTH -KT - EB/Inv No.KT/A20/CHN/JULY, Dt.19.07.2018/CHN/16.05.18 - 13.07.18/Twrds Krishna Towers EB  bill for Flat A 20,Service No.291/Total units consumed - 3420.",ADM,,,
CORCOMFB,CO33APIN/1077/19,23-Jul-18,S00524,19085-0007,"SE/CEDC/SOUTH -KT FLAT-EB/Inv No.KT/A23/CHN/JULY, Dt.19.07.2018/CHN/16.05.18 - 13.07.18/Service No.294/Twds EB charges for the Chennai GH- Krishna Towers Flat A23,Service No.294/Units consumed -2290.",ADM,,,
CORCOMFB,CO33APIN/1078/19,12-Jul-18,S03176,82214-0053,ALCHEMY TECHSOL INDIA PRIVIATE LIMITED/Inv no 18-TT06003111  dt 05/07/2018/CHN/Jun-18/Twrds TP resource charges for the month,,,,
CORCOMFB,CO33APIN/1079/19,23-Jul-18,S00524,19085-0007,"SE/CEDC/SOUTH -KT - EB/Inv No.REG/701/CHN/JULY, Dated.19.07.2018/CHN/16.05.18- 13.07.18/Twrds Regaalia GH EB  bill for Reg 701,Service No.476/Total units consumed -2370.",ADM,,,
CORCOMFB,CO33APIN/1080/19,23-Jul-18,S00524,19085-0007,"SE/CEDC/SOUTH -KT - EB/Inv No.KT/A15/JULY18, Dated.18.07.2018/CHN/16.05.18 - 13.07.18/Twrds Krishna Towers EB  bill for Flat A 15,Service No.286/Total units consumed -2600.",ADM,,,
CORCOMFB,CO33APIN/1081/19,12-Jul-18,S03467,82214-0053,ITORIZON INDIA PRIVATE LIMITED/Inv no ITOCS201819009  dt 30/06/2018/CHN/Jun-18/Twrds TP resource charges for the month,,,,
CORCOMFB,CO33APIN/1082/19,23-Jul-18,S00524,19085-0007,"SE/CEDC/SOUTH -KT FLAT-EB/Inv No.KT/B20/July/18, Dt.18.07.2018/CHN/ 16.05.18 - 13.07.18/Twds EB charges for the Chennai GH- Krishna Towers Flat B20,Service No.319/Units consumed -1260.",ADM,,,
CORCOMFB,CO33APIN/1083/19,12-Jul-18,S00002,82214-0053,AMITYSOFT TECHNOLOGIES PVT LTD/Inv no AS/18-19/030  dt 30/06/2018/CHN/Jun-18/Twrds TP resource charges for the month,,,,
CORCOMFB,CO33APIN/1084/19,12-Jul-18,S02553,82214-0053,Puresoftware Pty Ltd/Inv no PS/18-19/NDA/104  dt 05/07/2018/CHN/Jun-18/Twrds TP resource charges for the month,,,,
CORCOMFB,CO33APIN/1085/19,23-Jul-18,S00524,19085-0007,"SE/CEDC/South/Inv No.VR1/NGR/CHN/JULY, Dt.19.07.2018/CHN/22.05.2018 - 18.07.2018/Serv.No.483/Twds EB charges incurred for Chennai guest house located at No.19,Venkatarathinam Nagar, Adyar/ Tot.units consumed 3220.",ADM,,,
CORCOMFB,CO33APIN/1086/19,23-Jul-18,S00524,19085-0007,"SE/CEDC/South/Inv VR/NGR2/CHN/JULY, Dt.19.07.2018/CHN/25.05.2018 - 18.07.2018/Serv.No.221/Twds EB charges incurred for Chennai guest house located at No.19,Venkatarathinam Nagar, Adyar/ Tot.units consumed 1510/Meter No. TE015897.",ADM,,,
CORCOMFB,CO33APIN/1087/19,23-Jul-18,S00524,19085-0007,"SE/CEDC/SOUTH -KT - EB/Inv No.kt a18 jul18, Dt.20.07.2018/CHN/25.05.2018 - 19.07.2018/Twrds EB charges for Chennai guest house -Flat No.A18,Service No.289 for the period;Total units consumed -2010.",ADM,,,
CORCOMFB,CO33APIN/1088/19,13-Jul-18,S00542,82214-0053,ISEO Systems Pvt Ltd/Inv no O 138/07/2018  dt 04/07/2018/CHN/Jun-18/Twrds TP resource charges for the month,,,,
CORCOMFB,CO33APIN/1089/19,23-Jul-18,S00133,19184-0001,"DHL Express (India) Pvt.ltd/Inv No.TNS000046043, Dt.13.07.2018/CHN/Twds Courier charges  incurred from 04.07.2018 -04.07.2018 at Chennai Adyar Office.",CEO,,,
CORCOMFB,CO33APIN/1090/19,23-Jul-18,S03022,19096-0006,"Saravana Hardwares/Inv No.CR/847,Dt 13/07/2018/CHN/Towards purchase of plumbing and other materials  for Chennai office use.",ADM,,,
CORCOMFB,CO33APIN/1090/19,23-Jul-18,S03022,19096-0006,"Saravana Hardwares/Inv No.CR/847,Dt 13/07/2018/CHN/Towards purchase of plumbing and other materials  for Chennai office use.",ADM,,,
CORCOMFB,CO33APIN/1093/19,04-Jul-18,S00404,19052-0001,"M.Neelakantan/Inv no.GH reg30618,dt.30.06.2018/CHN/April 2018 to June 2018/Twrds supply of Newspapers and magazines at chennai regalia Guest house during the period.",ADM,,,
CORCOMFB,CO33APIN/1094/19,04-Jul-18,S00404,19052-0001,"M.Neelakantan/Inv no.GH VR30618,dt.30.06.2018/CHN/April 2018 to June 2018/Twrds supply of Newspapers and magazines at chennai Venkatarathinam nagar Guest house during the period.",ADM,,,
CORCOMFB,CO33APIN/1095/19,04-Jul-18,S00404,19052-0001,"M.Neelkantan/Inv no.CEO30618,dt.30.06.2018/CHN/April 2018 to June 2018/Twrds charges for supply of Newspapers to CEO office during the period.",CEO,,,
CORCOMFB,CO33APIN/1096/19,04-Jul-18,S00404,19052-0001,"M.Neelkantan/Inv no.FIN30618,dt.30.06.2018/CHN/April 2018 to June 2018/Twrds charges for supply of Newspapers to CEO Car during the period.",CEO,,,
CORCOMFB,CO33APIN/1097/19,23-Jul-18,S01937,26015-0001,"Business Standard Private Limited/Inv.No.AD-CH-18070038, Dt.07.07.2018/Towards notice (ENGLISH) of E.voting and Annual General Meeting- Q4 -2017-18 to be held on 03.08.2018.",FIN,,,
CORCOMFB,CO33APIN/1098/19,24-Jul-18,S02901,24080-0001,"SPA Capital Advisors Ltd/Inv No.206/Del/P/18-19,Dt.10/07/2018/Twds professional fee for Black Scholes Valuation of Ramco Systems Limited as on 14.06.2018.",FIN,GEN,GEN,
CORCOMFB,CO33APIN/1099/19,03-Jul-18,S02992,19020-0005,ARKADIN CONFERINDIA PVT. LTD./Inv no 18-03093  dt 30/06/2018/CHN/Jun-18/Twrds Audio Conference charges for the month,IMG,,,
CORCOMFB,CO33APIN/1100/19,11-Jul-18,S00625,19020-0009,Tata Teleservices Limited/Inv no 4582586171 04/07/2018/CHN/Jun-18/01.06.18 to 30.06.18- PRI FOR CHENNAI OFFICE,IMG,,,
CORCOMFB,CO33APIN/1101/19,20-Jul-18,S01885,21010-0003,iScreening Services (P) Limited/Inv no 998G/RMCO/06-18  dt 01/07/2018/CHN/Jun-18/Twrds TP resource charges for the month- BGV charges,HRD,,,
CORCOMFB,CO33APIN/1102/19,19-Jul-18,S03653,19020-0016,"Reliance jio Infocomm Ltd/Inv no.C33E181900006648, dt.01.07.2018/CHN/15.06.2018 to30.06.2018/Accunt no.900040600394/Twrds Mobile internet data usage charges of Mr.Raghavendra Tripathi(CEO) for the period.",CEO,,,
CORCOMFB,CO33APIN/1103/19,04-Jul-18,S03022,25058-0003,"Saravana Hardwares/Inv no.CR/664,dt.25.06.2018/CHN/Twrds purchse of Electrical material for chennai office use.",ADM,,,
CORCOMFB,CO33APIN/1104/19,12-Jul-18,S03559,21010-0003,Peopleedge Business Solutions P Ltd/Inv no GST012/18-19 dt 03.05.2018/CHN/Twrds recruitment charges for multiple persons @8.33%,hrd,,,
CORCOMFB,CO33APIN/1105/19,20-Jul-18,S02276,11088-0005,"Sri Shiva Yoga Academy(P.Baskaran)/Inv no.207,dt.19.07.2018/CHN/July 2018/Twrds SSYA Yoga Training charges for the month.",HRD,,,
CORCOMFB,CO33APIN/1106/19,20-Jul-18,S02276,11088-0005,"Sri Shiva Yoga Academy(P.Baskarn)/Inv no.208,dt.19.07.2018/CHN/July 2018/Twrds SSYA Yoga Training charges to CEO  for the month.",CEO,,,
CORCOMFB,CO33APIN/1107/19,13-Jul-18,S03288,24080-0001,"Chitra Ravishankar/Inv no.CR/RAMCO/011,dt.04.07.2018/CHN/ June 2018/Twrds consulting and Advisory charges provided for 5 days to CEO office during the month.",CEO,GEN,GEN,
CORCOMFB,CO33APIN/1108/19,17-Jul-18,S03022,19096-0006,"Saravana Hardwares/Inv no.CR/778,dt.06.07.2018/CHN/Twrds purchse of painting materials for Chennai office use.",ADM,,,
CORCOMFB,CO33APIN/1108/19,17-Jul-18,S03022,19096-0006,"Saravana Hardwares/Inv no.CR/778,dt.06.07.2018/CHN/Twrds purchse of painting materials for Chennai office use.",ADM,,,
CORCOMFB,CO33APIN/1109/19,17-Jul-18,S03022,19096-0006,"Saravana Hardwares/Inv no.CR/845,dt.13.07.2018/CHN/Twrds purchse of plumbing materials and painting materials for chennai office use.",ADM,,,
CORCOMFB,CO33APIN/1109/19,17-Jul-18,S03022,19096-0006,"Saravana Hardwares/Inv no.CR/845,dt.13.07.2018/CHN/Twrds purchse of plumbing materials and painting materials for chennai office use.",ADM,,,
CORCOMFB,CO33APIN/1109/19,17-Jul-18,S03022,19096-0006,"Saravana Hardwares/Inv no.CR/845,dt.13.07.2018/CHN/Twrds purchse of plumbing materials and painting materials for chennai office use.",ADM,,,
CORCOMFB,CO33APIN/1110/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No.991819202102,Dt.28.05.2018/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.",ADM,,,
CORCOMFB,CO33APIN/1111/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No.991819202126,Dt.29.05.2018/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.",ADM,,,
CORCOMFB,CO33APIN/1112/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202154,Dt.30/05/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",adm,,,
CORCOMFB,CO33APIN/1113/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202214,Dt.31/05/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1114/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202246,Dt.01/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1115/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202290,Dt.02/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1116/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202328,Dt.04/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1117/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202368,Dt.05/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1118/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202450,Dt.07/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1119/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202488,Dt.08/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1120/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202520,Dt.09/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1121/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202557,Dt.11/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",adm,,,
CORCOMFB,CO33APIN/1122/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202595,Dt.12/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1123/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202636,Dt.13/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1124/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202696,Dt.15/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1125/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202733,Dt.16/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1126/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202779,Dt.18/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1127/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202816,Dt.19/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1128/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202858,Dt.20/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.",ADM,,,
CORCOMFB,CO33APIN/1129/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202895,Dt.21/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1130/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202933,Dt.22/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1131/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819202970,Dt.23/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1132/19,04-Jul-18,S00377,19096-0004,"Membrane Hitec/Inv No991819203011,Dt.25/06/2018,period/26.05.2018 to 25.06.2018/Twrds Drinking water charges for Chennai office for the Period;80% - Corp, 20% - Tech.
",ADM,,,
CORCOMFB,CO33APIN/1133/19,27-Jul-18,S02004,12034-0001,"The Ramco Cements Limited/Inv No.RENT/0006/18-19 Dt.26.07.2018/CHN/July'18/Twds Chennai office rental charges for the month;(1,31,339 sq.ft. @ Rs.45/-per sq.ft.)",ADM,,,
CORCOMFB,CO33APIN/1134/19,30-Jul-18,S00999,RTGST0,RT0011-Padma R-July-2018-Retainer ship fee,,,,
CORCOMFB,CO33APIN/1135/19,30-Jul-18,S01004,RTGST0,RT0016-Radhakrishnan V R-July-2018-Retainer ship fee,,,,
CORCOMFB,CO33APIN/1136/19,30-Jul-18,S01016,RTGST0,RT0030-Kiran Prakash-July-2018-Retainer ship fee,,,,
CORCOMFB,CO33APIN/1137/19,30-Jul-18,S02325,RTGST0,RT0060-Janaki M V-July-2018-Retainer ship fee,,,,
CORCOMFB,CO33APIN/1138/19,30-Jul-18,S02447,RTGST0,RT0065-Anitha N-July-2018-Retainer ship fee,,,,
CORCOMFB,CO33APIN/1139/19,30-Jul-18,S02452,RTGST0,RT0067-Anitha S-July-2018-Retainer ship fee,,,,
CORCOMFB,CO33APIN/1140/19,30-Jul-18,S02634,RTGST18,RT0074-Balaji S S-July-2018-Retainer ship fee,,,,
CORCOMFB,CO33APIN/1141/19,30-Jul-18,S02731,RTGST0,RT0082-Santosh Kumar S-July-2018-Retainer ship fee,,,,
CORCOMFB,CO33APIN/1142/19,30-Jul-18,S02819,RTGST0,RT0090-Anitha Santhanakrishnan-July-2018-Retainer ship fee,,,,
CORCOMFB,CO33APIN/1143/19,30-Jul-18,S02886,RTGST0,RT0095-Shiva Kumar C-July-2018-Retainer ship fee,,,,
CORCOMFB,CO33APIN/1144/19,30-Jul-18,S02899,RTGST0,RT0096-Ramadas Mannattil-July-2018-Retainer ship fee,,,,
CORCOMFB,CO33APIN/1145/19,30-Jul-18,S02907,RTGST0,RT0098-Lilly Therease F A-July-2018-Retainer ship fee,,,,
